state,county,county_FIPS,year,opioid_claim_count,opioid_day_supply,opioid_prescriber_rate,la_opioid_claim_count,la_opioid_day_supply,la_opioid_prescriber_rate
GA,Morgan County,13211,2014,3639.0,85239.0,5.672361111111111,322.0,7161.0,1.5109722222222224
GA,Morgan County,13211,2015,3402.0,80586.0,14.375069444444444,354.0,7504.0,1.4115277777777775
GA,Morgan County,13211,2016,5706.0,147212.0,3.2233388157894742,348.0,8778.0,0.7437253289473684
GA,Morgan County,13211,2017,5673.0,147833.0,11.223853383458646,292.0,7246.0,0.5552819548872181
GA,Murray County,13213,2013,53014.0,1123013.0,8.935363104838709,4996.0,145185.0,1.6139897177419356
GA,Murray County,13213,2014,56534.0,1220457.0,6.462448986181066,5700.0,163378.0,1.893666943414328
GA,Murray County,13213,2015,55965.0,1255202.0,7.825310688405797,5639.0,161752.0,2.075590579710145
GA,Murray County,13213,2016,63470.0,1498660.0,6.837267628205129,7384.0,212260.0,1.9657202757288372
GA,Murray County,13213,2017,61028.0,1447673.0,6.484769820971868,6495.0,185858.0,1.5305853935777212
GA,Muscogee County,13215,2013,1096755.0,23445821.0,12.36236875378424,125176.0,3649343.0,1.4525821401859171
GA,Muscogee County,13215,2014,1147318.0,25281878.0,9.757613803530566,133296.0,3918923.0,0.8584619156587121
GA,Muscogee County,13215,2015,1162217.0,26073169.0,8.842080970105163,145682.0,4281160.0,0.9313742910315492
GA,Muscogee County,13215,2016,1201274.0,27295278.0,7.717929382279226,161225.0,4744204.0,0.6989753796255342
GA,Muscogee County,13215,2017,1190299.0,27503724.0,7.85962879269102,166596.0,4895220.0,0.6211650185414093
GA,Newton County,13217,2013,131282.0,2949557.0,11.854846327873311,12172.0,347627.0,1.8158255189269832
GA,Newton County,13217,2014,134546.0,3049995.0,11.16742994577957,13559.0,387547.0,1.9424814486845743
GA,Newton County,13217,2015,127306.0,2896835.0,10.302658837813956,11905.0,338820.0,1.6151787123189958
GA,Newton County,13217,2016,125438.0,2855135.0,8.98056300542595,11698.0,333746.0,1.4106296415675825
GA,Newton County,13217,2017,123208.0,2877960.0,8.869257762803755,11773.0,339055.0,1.2551758571213951
GA,Oconee County,13219,2013,176600.0,3746328.0,10.161018301026957,23967.0,677243.0,1.0639560092115572
GA,Oconee County,13219,2014,182818.0,3946860.0,11.249516507296592,23591.0,667828.0,1.2812919812820862
GA,Oconee County,13219,2015,182361.0,4047961.0,8.018769871361972,22060.0,626833.0,0.8173060821625179
GA,Oconee County,13219,2016,186425.0,4188574.0,7.7018168372083835,19764.0,563262.0,0.6817935460668013
GA,Oconee County,13219,2017,193069.0,4427922.0,8.447530787037035,20348.0,575899.0,0.8214610449735449
GA,Oglethorpe County,13221,2013,5028.0,129788.0,5.6935,379.0,10955.0,3.327
GA,Oglethorpe County,13221,2014,5939.0,160224.0,9.32375,513.0,15108.0,4.231
GA,Oglethorpe County,13221,2015,3362.0,88124.0,4.882023809523809,270.0,8041.0,3.4416666666666664
GA,Oglethorpe County,13221,2016,1516.0,40381.0,3.7305555555555556,89.0,2645.0,0.4055555555555555
GA,Oglethorpe County,13221,2017,1243.0,33194.0,0.49,68.0,1943.0,0.2259375
GA,Paulding County,13223,2013,76009.0,1671819.0,6.804584440684411,7080.0,192728.0,1.458389719513905
GA,Paulding County,13223,2014,85378.0,1962230.0,7.180674372415154,8219.0,227956.0,1.4293586976651964
GA,Paulding County,13223,2015,87676.0,2069598.0,6.814173341111006,9012.0,250558.0,1.1584498800088767
GA,Paulding County,13223,2016,98221.0,2395383.0,6.804657334350794,10808.0,309214.0,1.2101770020445188
GA,Paulding County,13223,2017,106736.0,2611627.0,7.148711485735163,12555.0,355873.0,1.3410157130636526
GA,Peach County,13225,2013,11940.0,267969.0,8.818736842105265,694.0,19183.0,2.1435789473684213
GA,Peach County,13225,2014,12489.0,289262.0,6.112268907563025,824.0,22026.0,1.5879458450046684
GA,Peach County,13225,2015,11175.0,264068.0,6.194303118908382,693.0,19818.0,1.4942348927875244
GA,Peach County,13225,2016,11121.0,271095.0,5.867083333333333,713.0,20820.0,1.6475833333333334
GA,Peach County,13225,2017,10072.0,245774.0,5.878497354497354,622.0,17976.0,1.1808544973544974
GA,Pickens County,13227,2013,20768.0,460138.0,7.197102764976959,1736.0,50337.0,2.6953158218125957
GA,Pickens County,13227,2014,21599.0,471299.0,8.458727097396336,1806.0,52620.0,2.3624064762517025
GA,Pickens County,13227,2015,19273.0,431852.0,7.91298239148239,1641.0,48246.0,2.241353944853945
GA,Pickens County,13227,2016,19491.0,444458.0,6.9782645875251506,1717.0,49913.0,2.766209423205902
GA,Pickens County,13227,2017,19298.0,439929.0,6.453171845568204,1706.0,48843.0,2.142965820271179
GA,Pierce County,13229,2013,38508.0,932356.0,11.044451075116038,3204.0,94661.0,2.961270247229326
GA,Pierce County,13229,2014,40465.0,995737.0,9.647334567393392,3390.0,98043.0,2.7060928287398878
GA,Pierce County,13229,2015,38880.0,979453.0,11.002009009009008,3084.0,90178.0,2.967607107107107
GA,Pierce County,13229,2016,39779.0,1021227.0,9.80538268321513,3023.0,88574.0,2.771096335697399
GA,Pierce County,13229,2017,38514.0,1016341.0,9.295273676360926,2960.0,86344.0,2.331793686303753
GA,Pike County,13231,2013,22910.0,474664.0,8.333437500000004,1126.0,32207.0,0.5677430555555556
GA,Pike County,13231,2014,21909.0,471364.0,10.20251798561151,1235.0,35080.0,0.6117625899280575
GA,Pike County,13231,2015,20732.0,453350.0,8.35671052631579,943.0,27772.0,0.3381907894736842
GA,Pike County,13231,2016,18974.0,419040.0,5.591337579617835,895.0,26874.0,3.183205944798301
GA,Pike County,13231,2017,17003.0,374773.0,4.511425702811246,726.0,21664.0,3.6399196787148598
GA,Polk County,13233,2013,10505.0,260522.0,4.894526515151514,273.0,7329.0,0.6831780303030303
GA,Polk County,13233,2014,12820.0,305800.0,4.837569444444445,494.0,11030.0,0.7713194444444443
GA,Polk County,13233,2015,14345.0,320851.0,4.380552910052909,687.0,14541.0,1.0020661375661375
GA,Polk County,13233,2016,14478.0,331821.0,3.0391224489795916,592.0,14093.0,0.45728004535147393
GA,Polk County,13233,2017,14586.0,343670.0,3.564913265306122,498.0,12424.0,0.47139795918367344
GA,Pulaski County,13235,2013,16900.0,351199.0,11.784186909581647,1210.0,33426.0,1.5380229419703102
GA,Pulaski County,13235,2014,17978.0,387391.0,10.45847469179706,1265.0,36520.0,1.3390442745376956
GA,Pulaski County,13235,2015,15557.0,352446.0,9.006166666666667,1385.0,40276.0,1.788152777777778
GA,Pulaski County,13235,2016,14738.0,347164.0,10.61673611111111,1413.0,41211.0,2.3036805555555553
GA,Pulaski County,13235,2017,13880.0,324460.0,12.262419642857143,1335.0,38996.0,1.295059523809524
GA,Putnam County,13237,2013,22728.0,488523.0,9.266217032967033,1834.0,54138.0,2.449297313797314
GA,Putnam County,13237,2014,21959.0,495129.0,8.453021183800622,2315.0,68229.0,2.6933302180685357
GA,Putnam County,13237,2015,20315.0,452663.0,7.972714741474148,1581.0,43267.0,1.9195871837183716
GA,Putnam County,13237,2016,18457.0,408130.0,7.4757274253595165,846.0,23281.0,1.113812230819768
GA,Putnam County,13237,2017,18938.0,430684.0,8.072414307828394,865.0,24085.0,0.9346236915818958
GA,Quitman County,13239,2013,326.0,7149.0,3.5949999999999998,0.0,0.0,0.0
GA,Quitman County,13239,2014,84.0,1624.0,3.615,0.0,0.0,0.0
GA,Quitman County,13239,2015,47.0,582.0,9.7525,0.0,0.0,0.0
GA,Quitman County,13239,2016,21.0,401.0,0.1625,0.0,0.0,0.0
GA,Quitman County,13239,2017,58.0,558.0,8.215,0.0,0.0,0.0
GA,Rabun County,13241,2013,5681.0,129125.0,9.316481481481482,279.0,7806.0,0.7266666666666666
GA,Rabun County,13241,2014,5690.0,135620.0,9.291941666666668,303.0,8352.0,0.7672666666666668
GA,Rabun County,13241,2015,5649.0,143757.0,8.825843253968253,255.0,7489.0,0.589375
GA,Rabun County,13241,2016,5755.0,151440.0,5.2183636363636365,271.0,7863.0,0.49058333333333337
GA,Rabun County,13241,2017,6424.0,170526.0,3.943445054945055,284.0,8360.0,0.6341785714285715
GA,Randolph County,13243,2013,4209.0,74379.0,9.695,203.0,5774.0,1.682777777777778
GA,Randolph County,13243,2014,3973.0,73300.0,7.641333333333335,219.0,6061.0,2.037
GA,Randolph County,13243,2015,3322.0,69421.0,5.733333333333333,242.0,6861.0,2.7591666666666668
GA,Randolph County,13243,2016,3175.0,69693.0,5.504666666666666,202.0,5895.0,2.2769999999999997
GA,Randolph County,13243,2017,3047.0,68336.0,4.24425,194.0,5684.0,1.707
GA,Richmond County,13245,2013,1209778.0,23566180.0,11.228062660128984,123482.0,3581524.0,1.1777520098948666
GA,Richmond County,13245,2014,1211793.0,23796336.0,9.532165360046461,124049.0,3596772.0,1.0648465447154474
GA,Richmond County,13245,2015,1199401.0,24148398.0,9.085882275922929,130276.0,3766716.0,1.041702758090684
GA,Richmond County,13245,2016,1147664.0,23132003.0,8.674308372739336,115861.0,3369755.0,0.8756887755102039
GA,Richmond County,13245,2017,1086962.0,22202070.0,7.873293731917497,107612.0,3130736.0,0.9107715266988308
GA,Rockdale County,13247,2013,187464.0,4180717.0,10.21465164577361,20238.0,572669.0,1.439380828481195
GA,Rockdale County,13247,2014,183868.0,4091593.0,9.322053430772208,18171.0,515998.0,1.5153052902417639
GA,Rockdale County,13247,2015,186470.0,4191150.0,8.797147531639746,18809.0,535905.0,1.3418307225803
GA,Rockdale County,13247,2016,181080.0,4034435.0,8.659159920756377,16259.0,465984.0,1.1382896314702937
GA,Rockdale County,13247,2017,187275.0,4269536.0,8.062948990901647,17415.0,499811.0,1.0306237483835914
GA,Schley County,13249,2013,15584.0,331246.0,5.059888157894736,883.0,24628.0,1.6671052631578949
GA,Schley County,13249,2014,13953.0,295216.0,6.2001631526104415,716.0,20272.0,1.4807831325301204
GA,Schley County,13249,2015,11167.0,237238.0,4.533074712643678,648.0,19225.0,1.0176508620689655
GA,Schley County,13249,2016,11910.0,258163.0,4.393229651162791,653.0,18623.0,1.017843023255814
GA,Schley County,13249,2017,11369.0,241910.0,3.8642015503875973,460.0,12799.0,1.169717054263566
GA,Screven County,13251,2013,4028.0,87825.0,6.829444444444444,249.0,6868.0,2.2872222222222223
GA,Screven County,13251,2014,3620.0,86360.0,5.516666666666667,242.0,7019.0,1.9541666666666668
GA,Screven County,13251,2015,4026.0,105801.0,5.008000000000001,267.0,8109.0,2.24025
GA,Screven County,13251,2016,4614.0,125470.0,2.9769444444444444,427.0,13109.0,2.8180555555555555
GA,Screven County,13251,2017,4581.0,123008.0,3.0189682539682545,484.0,14482.0,2.6372222222222224
GA,Seminole County,13253,2013,5493.0,79187.0,7.117999999999999,97.0,2545.0,0.8933333333333332
GA,Seminole County,13253,2014,5241.0,81667.0,4.866666666666666,50.0,2030.0,0.4513333333333333
GA,Seminole County,13253,2015,4866.0,88240.0,4.234,103.0,3432.0,0.6433333333333333
GA,Seminole County,13253,2016,4813.0,90150.0,3.838235294117647,176.0,5360.0,1.108235294117647
GA,Seminole County,13253,2017,4634.0,86687.0,7.542222222222222,185.0,5767.0,1.176111111111111
GA,Spalding County,13255,2013,49837.0,1047872.0,10.907632546439633,2443.0,69993.0,0.9235325292397661
GA,Spalding County,13255,2014,46924.0,1023507.0,8.328578357128537,2564.0,72946.0,0.8777455620642804
GA,Spalding County,13255,2015,43890.0,969388.0,7.206682748538014,1921.0,56578.0,0.4716630116959064
GA,Spalding County,13255,2016,40971.0,916023.0,7.1664018239722065,1782.0,53493.0,0.3620816444701795
GA,Spalding County,13255,2017,37538.0,841697.0,6.128438554216869,1477.0,43889.0,0.45647951807228915
GA,Stephens County,13257,2013,10020.0,234960.0,5.392141414141413,372.0,10424.0,0.2824848484848485
GA,Stephens County,13257,2014,10715.0,253657.0,3.34260606060606,363.0,10427.0,0.2685454545454546
GA,Stephens County,13257,2015,10095.0,241788.0,5.017269303201506,330.0,9887.0,0.36999999999999994
GA,Stephens County,13257,2016,10168.0,250492.0,3.3712280701754396,582.0,17176.0,0.4360818713450292
GA,Stephens County,13257,2017,9319.0,234769.0,5.245263157894736,285.0,8514.0,0.30567251461988304
GA,Stewart County,13259,2013,1766.0,42784.0,2.276875,94.0,2313.0,0.48375
GA,Stewart County,13259,2014,1518.0,37532.0,2.330625,79.0,2085.0,0.41625
GA,Stewart County,13259,2015,1654.0,37328.0,4.341875,76.0,1988.0,0.5075
GA,Stewart County,13259,2016,1636.0,39956.0,1.768875,59.0,1407.0,0.5825
GA,Stewart County,13259,2017,1436.0,36218.0,4.18,13.0,390.0,0.080625
GA,Sumter County,13261,2013,23687.0,481424.0,3.5449210526315786,1176.0,31692.0,0.7513684210526315
GA,Sumter County,13261,2014,22949.0,467387.0,3.285927710843373,1122.0,31030.0,0.8922530120481929
GA,Sumter County,13261,2015,17086.0,343764.0,2.8624195402298844,986.0,29294.0,0.30524137931034484
GA,Sumter County,13261,2016,17469.0,360079.0,2.6192674418604653,958.0,27616.0,0.25734883720930235
GA,Sumter County,13261,2017,17196.0,341709.0,2.3042558139534886,578.0,15772.0,0.1818139534883721
GA,Talbot County,13263,2013,3018.0,62257.0,13.512916666666666,72.0,1954.0,2.5441666666666665
GA,Talbot County,13263,2014,2758.0,58904.0,12.82,59.0,1585.0,1.897
GA,Talbot County,13263,2015,2119.0,55245.0,12.905666666666667,43.0,1117.0,2.089
GA,Talbot County,13263,2016,2042.0,55104.0,6.191666666666666,44.0,1139.0,2.254166666666667
GA,Talbot County,13263,2017,1838.0,51849.0,5.807222222222222,71.0,1934.0,3.8027777777777776
GA,Taliaferro County,13265,2013,6305.0,151370.0,8.224166666666667,539.0,13943.0,3.9437499999999996
GA,Taliaferro County,13265,2014,6222.0,153627.0,8.688333333333334,579.0,14704.0,4.333809523809523
GA,Taliaferro County,13265,2015,5145.0,123013.0,9.485666666666667,461.0,11536.0,6.315333333333333
GA,Taliaferro County,13265,2016,3837.0,84785.0,11.390666666666668,404.0,9308.0,2.2873333333333337
GA,Taliaferro County,13265,2017,3511.0,81648.0,10.654374999999998,363.0,8767.0,2.06375
GA,Tattnall County,13267,2013,13003.0,307480.0,9.941242630385489,623.0,17740.0,1.0891451247165533
GA,Tattnall County,13267,2014,13577.0,333725.0,4.75701282051282,667.0,20090.0,1.080787545787546
GA,Tattnall County,13267,2015,12691.0,318250.0,9.105662337662336,779.0,22669.0,1.3286453546453547
GA,Tattnall County,13267,2016,11758.0,284057.0,5.454349650349649,668.0,19336.0,0.7796856001141714
GA,Tattnall County,13267,2017,9629.0,232396.0,5.958120902906617,501.0,14386.0,1.0404851576994434
GA,Taylor County,13269,2013,3565.0,88787.0,5.648,301.0,8962.0,2.66
GA,Taylor County,13269,2014,3052.0,76763.0,7.036666666666666,280.0,8058.0,6.026666666666666
GA,Taylor County,13269,2015,2628.0,63076.0,5.284166666666667,263.0,7063.0,10.215833333333334
GA,Taylor County,13269,2016,2891.0,70620.0,3.5239999999999996,253.0,6596.0,11.880666666666665
GA,Taylor County,13269,2017,2488.0,63042.0,3.035666666666667,221.0,5852.0,15.525333333333334
GA,Telfair County,13271,2013,1270.0,23648.0,2.86,264.0,7076.0,10.395
GA,Telfair County,13271,2014,1047.0,18489.0,5.06,177.0,5096.0,16.91
GA,Telfair County,13271,2015,1249.0,21736.0,8.165000000000001,177.0,5290.0,8.86
GA,Telfair County,13271,2016,1145.0,22155.0,5.98,105.0,3150.0,7.065
GA,Telfair County,13271,2017,829.0,17367.0,5.07,73.0,2190.0,6.675
GA,Terrell County,13273,2013,49281.0,989341.0,8.463939802336029,5199.0,155084.0,0.8411185983827494
GA,Terrell County,13273,2014,50645.0,1051952.0,8.714902482269501,5311.0,158897.0,0.7383909574468085
GA,Terrell County,13273,2015,52203.0,1112401.0,8.328875419619546,5630.0,168453.0,0.8055091383812012
GA,Terrell County,13273,2016,50589.0,1092149.0,7.6578886815920395,5242.0,157622.0,0.660360696517413
GA,Terrell County,13273,2017,46178.0,1016340.0,5.103415032679738,4635.0,137852.0,0.35229575163398685
GA,Thomas County,13275,2013,86810.0,1731461.0,8.062432385575587,5935.0,167111.0,2.5082181383880413
GA,Thomas County,13275,2014,95049.0,2027304.0,7.10675654653876,8624.0,240255.0,1.8525424258137508
GA,Thomas County,13275,2015,93411.0,2047321.0,8.717424218123497,8393.0,237346.0,1.8071172413793104
GA,Thomas County,13275,2016,98148.0,2163065.0,7.856478787878788,10431.0,295276.0,1.6867515151515153
GA,Thomas County,13275,2017,105068.0,2415290.0,7.763761403508771,12375.0,353740.0,1.5396947368421052
GA,Tift County,13277,2013,64632.0,1476899.0,10.964771203155816,7060.0,210039.0,2.3115971400394475
GA,Tift County,13277,2014,68922.0,1640499.0,9.81150568181818,8159.0,244806.0,0.7497253787878788
GA,Tift County,13277,2015,68744.0,1659382.0,7.746432370820667,8049.0,241368.0,0.6669338905775076
GA,Tift County,13277,2016,69033.0,1679903.0,7.527168109668109,8362.0,250418.0,0.6371969696969697
GA,Tift County,13277,2017,69943.0,1745694.0,6.717726715686275,8662.0,258306.0,0.6568382352941177
GA,Toombs County,13279,2013,19505.0,415503.0,6.136619047619047,1473.0,41701.0,1.1512051282051283
GA,Toombs County,13279,2014,20296.0,441968.0,7.197053639846743,1622.0,45808.0,1.2840383141762455
GA,Toombs County,13279,2015,18381.0,417577.0,4.7760399600399595,1545.0,44768.0,2.014974691974692
GA,Toombs County,13279,2016,17929.0,425374.0,4.606664994425865,1325.0,38198.0,1.0780813823857303
GA,Toombs County,13279,2017,16564.0,400564.0,3.9704545454545452,1207.0,34824.0,1.136530303030303
GA,Towns County,13281,2013,7646.0,171077.0,11.26442901234568,577.0,15042.0,1.9326388888888888
GA,Towns County,13281,2014,7537.0,180063.0,11.480547826086957,498.0,13928.0,1.3580463768115942
GA,Towns County,13281,2015,8062.0,201533.0,11.353232600732602,595.0,16163.0,5.251474358974359
GA,Towns County,13281,2016,9031.0,235549.0,9.045155555555555,650.0,17859.0,3.8796222222222223
GA,Towns County,13281,2017,9575.0,248278.0,10.77561904761905,702.0,18303.0,5.293638095238095
GA,Treutlen County,13283,2013,18355.0,388334.0,5.866119047619047,1462.0,41371.0,1.0255384615384615
GA,Treutlen County,13283,2014,19046.0,410272.0,5.777886973180077,1602.0,45208.0,1.0763716475095786
GA,Treutlen County,13283,2015,17400.0,390682.0,4.890873293373293,1529.0,44288.0,1.781974691974692
GA,Treutlen County,13283,2016,17062.0,401533.0,5.796998327759198,1306.0,37627.0,0.7644147157190636
GA,Treutlen County,13283,2017,15787.0,378200.0,4.4875,1154.0,33259.0,0.4701666666666666
GA,Troup County,13285,2013,67663.0,1448267.0,9.713232368896925,4431.0,125565.0,0.780895117540687
GA,Troup County,13285,2014,71753.0,1636326.0,9.72309588392319,5607.0,158901.0,0.5701627486437612
GA,Troup County,13285,2015,68967.0,1662181.0,8.958147301865532,5612.0,162861.0,1.498884750219106
GA,Troup County,13285,2016,70071.0,1705883.0,8.76815302024424,5745.0,167424.0,0.39333046471600686
GA,Troup County,13285,2017,70994.0,1771739.0,7.5371174910642225,6159.0,180750.0,0.22317191283292973
GA,Turner County,13287,2013,1504.0,30737.0,12.353333333333333,17.0,455.0,0.4116666666666667
GA,Turner County,13287,2014,1636.0,33653.0,14.17,21.0,580.0,0.5183333333333333
GA,Turner County,13287,2015,1176.0,21748.0,11.142857142857142,13.0,360.0,0.3657142857142857
GA,Turner County,13287,2016,909.0,15541.0,10.748571428571429,0.0,0.0,0.0
GA,Turner County,13287,2017,945.0,17502.0,8.283750000000001,0.0,0.0,0.0
GA,Twiggs County,13289,2013,97247.0,2030884.0,9.965117653414,7769.0,227175.0,0.7597998055315471
GA,Twiggs County,13289,2014,100486.0,2209214.0,10.005488505747126,9195.0,271486.0,0.6245807842046719
GA,Twiggs County,13289,2015,98026.0,2208867.0,8.03114413027249,9626.0,281539.0,0.6191058230683091
GA,Twiggs County,13289,2016,101295.0,2301936.0,8.735710732054013,10104.0,294680.0,0.854351012793177
GA,Twiggs County,13289,2017,99503.0,2289567.0,9.275110862342917,9565.0,280801.0,0.8911506030622562
GA,Union County,13291,2013,38225.0,855114.0,8.728659666604582,4263.0,117584.0,2.064872431241075
GA,Union County,13291,2014,38912.0,900947.0,8.313003049352012,3825.0,108586.0,1.5009235693665097
GA,Union County,13291,2015,37397.0,881960.0,9.773379839115131,3574.0,100437.0,3.5537705595058537
GA,Union County,13291,2016,33445.0,795788.0,8.230170098039215,3081.0,87141.0,3.1281546568627454
GA,Union County,13291,2017,32576.0,784004.0,9.305957364341086,2897.0,79429.0,3.748327906976744
GA,Upson County,13293,2013,19518.0,377710.0,9.813229411764706,1075.0,28861.0,2.120535294117647
GA,Upson County,13293,2014,19367.0,383376.0,8.629594907407405,1036.0,28138.0,2.118287037037037
GA,Upson County,13293,2015,17306.0,358475.0,7.155063352826511,957.0,26751.0,2.0614327485380115
GA,Upson County,13293,2016,17426.0,356586.0,4.909699872286079,926.0,25185.0,1.3951021711366538
GA,Upson County,13293,2017,17956.0,356248.0,4.518596327419857,891.0,23800.0,1.0422066604419544
GA,Walker County,13295,2013,38222.0,955315.0,10.08079746803584,4138.0,114198.0,1.7725979059699988
GA,Walker County,13295,2014,32959.0,831890.0,11.170927156392269,3056.0,84927.0,1.4085136889381076
GA,Walker County,13295,2015,28194.0,731482.0,8.98049884004884,2237.0,64203.0,1.0541540293040292
GA,Walker County,13295,2016,28031.0,734979.0,7.795797801227791,2100.0,60934.0,1.0668493330568802
GA,Walker County,13295,2017,25061.0,654135.0,6.401300153627885,1493.0,43041.0,0.903328528614243
GA,Walton County,13297,2013,71433.0,1578607.0,14.519733151066024,5767.0,162094.0,1.225373588627479
GA,Walton County,13297,2014,70458.0,1571440.0,12.467893298038053,5743.0,162969.0,1.1214586473508859
GA,Walton County,13297,2015,66774.0,1498085.0,15.374190225478758,5272.0,148948.0,1.1901319283729679
GA,Walton County,13297,2016,65945.0,1471663.0,9.83732346596269,4870.0,136682.0,0.904560951085222
GA,Walton County,13297,2017,66178.0,1500804.0,12.114545736703036,4791.0,135103.0,0.6863980210390187
GA,Ware County,13299,2013,86099.0,2060993.0,12.132462915601028,6699.0,196443.0,2.3511099744245523
GA,Ware County,13299,2014,88996.0,2159810.0,13.647543397778694,6751.0,195596.0,3.028320032908268
GA,Ware County,13299,2015,85772.0,2110517.0,7.162016216216216,5711.0,168304.0,1.0347594594594596
GA,Ware County,13299,2016,89018.0,2235005.0,8.325938829787233,5899.0,173872.0,1.1644734042553193
GA,Ware County,13299,2017,87382.0,2274268.0,6.671759284116334,5842.0,171310.0,0.9588286353467561
GA,Warren County,13301,2013,12882.0,306700.0,10.692499999999999,973.0,27196.0,6.640833333333333
GA,Warren County,13301,2014,10508.0,251668.0,8.185272727272729,738.0,21290.0,3.2629393939393943
GA,Warren County,13301,2015,10493.0,253158.0,9.632529411764706,693.0,19722.0,6.772264705882353
GA,Warren County,13301,2016,10484.0,249171.0,3.8940350877192977,710.0,19497.0,1.3710526315789473
GA,Warren County,13301,2017,8757.0,189039.0,3.3373076923076925,811.0,22520.0,0.9255555555555556
GA,Washington County,13303,2013,8309.0,179300.0,7.284051282051283,1065.0,28573.0,4.083948717948718
GA,Washington County,13303,2014,8268.0,183065.0,7.440738095238094,1138.0,30365.0,2.5115000000000003
GA,Washington County,13303,2015,7668.0,175603.0,5.13027,1063.0,28689.0,2.4667299999999996
GA,Washington County,13303,2016,6872.0,157252.0,5.054085185185185,767.0,19680.0,2.182551851851852
GA,Washington County,13303,2017,6180.0,146741.0,4.593197306397307,538.0,15496.0,1.5952276094276094
GA,Wayne County,13305,2013,57880.0,1348556.0,13.419787234042555,10612.0,310348.0,2.0995744680851067
GA,Wayne County,13305,2014,59196.0,1397676.0,12.536382978723408,11728.0,341136.0,2.012553191489362
GA,Wayne County,13305,2015,59252.0,1435608.0,11.857755102040816,12188.0,357352.0,2.1810204081632656
GA,Wayne County,13305,2016,60348.0,1459320.0,11.559444444444445,11420.0,329156.0,2.299259259259259
GA,Wayne County,13305,2017,57720.0,1399564.0,11.356271186440678,10036.0,285548.0,1.9362711864406783
GA,Webster County,13307,2013,2039.0,44739.0,1.9591666666666667,106.0,2673.0,0.9983333333333334
GA,Webster County,13307,2014,2151.0,49744.0,1.9533333333333331,95.0,2565.0,1.1066666666666667
GA,Webster County,13307,2015,2063.0,47819.0,1.7966666666666666,76.0,1988.0,0.6766666666666666
GA,Webster County,13307,2016,1888.0,45782.0,1.4843333333333335,71.0,1632.0,1.1486666666666667
GA,Webster County,13307,2017,1535.0,39876.0,0.6788888888888889,28.0,714.0,0.5302777777777777
GA,Wheeler County,13309,2013,2366.0,49451.0,8.691666666666666,330.0,8546.0,11.471666666666666
GA,Wheeler County,13309,2014,2099.0,41790.0,4.573333333333333,220.0,6315.0,6.197777777777778
GA,Wheeler County,13309,2015,1509.0,26962.0,6.863333333333333,188.0,5574.0,6.19111111111111
GA,Wheeler County,13309,2016,1235.0,22082.0,8.025555555555556,105.0,3150.0,4.71
GA,Wheeler County,13309,2017,946.0,18010.0,8.312222222222223,73.0,2190.0,4.45
GA,White County,13311,2013,10633.0,204251.0,8.44378367003367,811.0,20830.0,0.7295749158249158
GA,White County,13311,2014,10171.0,192974.0,9.447962197159566,658.0,17445.0,0.5672577276524645
GA,White County,13311,2015,9915.0,200273.0,8.453603884372177,681.0,18644.0,0.5102134146341463
GA,White County,13311,2016,10214.0,214646.0,7.826417365140768,649.0,18112.0,0.5126992907801419
GA,White County,13311,2017,10315.0,218702.0,4.982457264957264,515.0,14026.0,0.3313407888407888
GA,Whitfield County,13313,2013,181439.0,3836598.0,7.407539920694458,16967.0,485533.0,1.5602432751044906
GA,Whitfield County,13313,2014,186893.0,4028416.0,6.1996369000958085,17856.0,505640.0,1.488393214876753
GA,Whitfield County,13313,2015,183745.0,4094634.0,5.587748240165631,17356.0,490632.0,1.1421308488612836
GA,Whitfield County,13313,2016,211881.0,4987761.0,5.771145552560647,23616.0,675328.0,1.0896344570394714
GA,Whitfield County,13313,2017,205640.0,4872498.0,5.7001000763941985,20955.0,597638.0,1.057525507172566
GA,Wilcox County,13315,2013,21884.0,509673.0,9.828840476190479,2441.0,69876.0,0.8643928571428571
GA,Wilcox County,13315,2014,22521.0,559389.0,6.405507142857144,2327.0,68340.0,2.1546071428571425
GA,Wilcox County,13315,2015,24300.0,625825.0,6.020817345319938,2561.0,75954.0,0.7285087255420413
GA,Wilcox County,13315,2016,25571.0,671702.0,6.737865384615385,2693.0,79909.0,0.9362435897435898
GA,Wilcox County,13315,2017,25856.0,686470.0,6.012218253968253,2640.0,77526.0,0.7025694444444445
GA,Wilkes County,13317,2013,7811.0,143474.0,5.4121250000000005,625.0,16056.0,1.3163125
GA,Wilkes County,13317,2014,7271.0,142380.0,6.156874999999999,575.0,14120.0,1.4553571428571428
GA,Wilkes County,13317,2015,6430.0,137671.0,5.413777777777778,534.0,13285.0,1.8327222222222224
GA,Wilkes County,13317,2016,6522.0,136493.0,6.190222222222222,614.0,15488.0,1.8666111111111112
GA,Wilkes County,13317,2017,5924.0,127794.0,5.0406249999999995,505.0,13016.0,1.6104166666666668
GA,Wilkinson County,13319,2013,43258.0,919326.0,7.299650751879699,3880.0,109707.0,1.5355936090225561
GA,Wilkinson County,13319,2014,40788.0,890520.0,7.447567896267872,3526.0,98944.0,1.093528192114873
GA,Wilkinson County,13319,2015,38192.0,832405.0,6.456163908856641,3587.0,101451.0,1.0107406754374066
GA,Wilkinson County,13319,2016,38095.0,842039.0,6.414857857353003,3378.0,94380.0,0.9111523137057119
GA,Wilkinson County,13319,2017,42370.0,985668.0,7.007972990520711,4526.0,127038.0,0.8630377223737179
